model_id,topology,intervention,metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
mistral_7b,debate,target_context_memory,irr_target,13,0.16923076923076924,0.34492659940103043,0.09566542618552629,0.0,0.0,0.0,0.0,1.0,-0.01827346609286229,0.35673500455440077
mistral_7b,debate,target_context_memory,retention_target,15,0.16,0.3397478056273086,0.08772250620700538,0.0,0.0,0.0,0.0,1.0,-0.011936112165730539,0.33193611216573055
mistral_7b,debate,target_context_memory,drr_system,17,0.18823529411764706,0.3903241488512728,0.09466751140841811,0.0,0.0,0.0,0.0,1.0,0.0026869717571475493,0.37378361647814656
mistral_7b,debate,target_context_memory,irr_system,13,0.15384615384615385,0.33817003764227005,0.09379149311883016,0.0,0.0,0.0,0.0,1.0,-0.02998517266675324,0.337677480359061
mistral_7b,debate,target_context_memory,retention_system,15,0.17333333333333334,0.3534860406754148,0.09126970324351193,0.0,0.0,0.1,0.0,1.0,-0.0055552850239500295,0.3522219516906167
mistral_7b,debate,target_context_memory,n_scored_probes,17,13.235294117647058,3.509441048171095,0.85116447814634,15.0,15.0,15.0,5.0,15.0,11.567011740480233,14.903576494813883
mistral_7b,debate,target_memory,drr_target,15,0.13333333333333333,0.3177300441449957,0.08203754463755439,0.0,0.0,0.0,0.0,1.0,-0.02746025415627326,0.2941269208229399
mistral_7b,debate,target_memory,irr_target,13,0.2,0.3829708431025353,0.1062170009087589,0.0,0.0,0.0,0.0,1.0,-0.008185321781167404,0.4081853217811674
mistral_7b,debate,target_memory,retention_target,15,0.10666666666666667,0.22509257354845513,0.05811865258054232,0.0,0.0,0.0,0.0,0.6,-0.007245892391196274,0.22057922572452962
mistral_7b,debate,target_memory,drr_system,15,0.17333333333333334,0.3534860406754148,0.09126970324351193,0.0,0.0,0.1,0.0,1.0,-0.0055552850239500295,0.3522219516906167
mistral_7b,debate,target_memory,irr_system,13,0.21538461538461537,0.41199950211570613,0.11426810233413945,0.0,0.0,0.0,0.0,1.0,-0.008580865190297937,0.4393500959595287
mistral_7b,debate,target_memory,retention_system,15,0.14666666666666667,0.324844285041017,0.08387443373830092,0.0,0.0,0.0,0.0,1.0,-0.01772722346040312,0.31106055679373645
mistral_7b,debate,target_memory,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
mistral_7b,debate,target_memory_comm,drr_target,15,0.14666666666666667,0.35023801430836515,0.09043106644167022,0.0,0.0,0.0,0.0,1.0,-0.030578223559006967,0.3239115568923403
mistral_7b,debate,target_memory_comm,irr_target,13,0.23076923076923078,0.4069902033722994,0.1128787728361802,0.0,0.0,0.2,0.0,1.0,0.00952683601031759,0.452011625528144
mistral_7b,debate,target_memory_comm,retention_target,15,0.11999999999999998,0.24842360136324748,0.06414269805898185,0.0,0.0,0.0,0.0,0.6,-0.005719688195604436,0.2457196881956044
mistral_7b,debate,target_memory_comm,drr_system,15,0.2,0.3854496446637727,0.09952267030562387,0.0,0.0,0.1,0.0,1.0,0.004935566200977237,0.3950644337990228
mistral_7b,debate,target_memory_comm,irr_system,13,0.18461538461538465,0.3411894728889747,0.0946289337807484,0.0,0.0,0.2,0.0,1.0,-0.0008573255948821912,0.3700880948256515
mistral_7b,debate,target_memory_comm,retention_system,15,0.14666666666666667,0.324844285041017,0.08387443373830092,0.0,0.0,0.0,0.0,1.0,-0.01772722346040312,0.31106055679373645
mistral_7b,debate,target_memory_comm,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
mistral_7b,hierarchical,communication,drr_target,15,0.22666666666666666,0.4131182235954578,0.10666666666666666,0.0,0.0,0.2,0.0,1.0,0.017600000000000005,0.4357333333333333
mistral_7b,hierarchical,communication,irr_target,13,0.21538461538461537,0.41199950211570613,0.11426810233413945,0.0,0.0,0.0,0.0,1.0,-0.008580865190297937,0.4393500959595287
mistral_7b,hierarchical,communication,retention_target,15,0.16,0.35617010382279823,0.09196272536817761,0.0,0.0,0.0,0.0,1.0,-0.02024694172162811,0.3402469417216281
mistral_7b,hierarchical,communication,drr_system,15,0.22666666666666666,0.4131182235954578,0.10666666666666666,0.0,0.0,0.2,0.0,1.0,0.017600000000000005,0.4357333333333333
mistral_7b,hierarchical,communication,irr_system,13,0.1846153846153846,0.3782551031736691,0.10490908997681428,0.0,0.0,0.0,0.0,1.0,-0.021006431739171383,0.3902372009699406
mistral_7b,hierarchical,communication,retention_system,15,0.14666666666666667,0.35023801430836515,0.09043106644167022,0.0,0.0,0.0,0.0,1.0,-0.030578223559006967,0.3239115568923403
mistral_7b,hierarchical,communication,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
mistral_7b,hierarchical,full_inference,drr_target,15,0.013333333333333334,0.051639777949432225,0.013333333333333332,0.0,0.0,0.0,0.0,0.2,-0.012799999999999997,0.039466666666666664
mistral_7b,hierarchical,full_inference,irr_target,13,0.015384615384615385,0.05547001962252291,0.015384615384615385,0.0,0.0,0.0,0.0,0.2,-0.01476923076923077,0.04553846153846154
mistral_7b,hierarchical,full_inference,retention_target,15,0.24000000000000002,0.40848150858654886,0.10546947199929238,0.0,0.0,0.30000000000000004,0.0,1.0,0.033279834881386944,0.4467201651186131
mistral_7b,hierarchical,full_inference,drr_system,15,0.22666666666666666,0.39904648255321734,0.10303335875275062,0.0,0.0,0.3,0.0,1.0,0.02472128351127545,0.42861204982205786
mistral_7b,hierarchical,full_inference,irr_system,13,0.2,0.3915780041490244,0.10860419786947371,0.0,0.0,0.0,0.0,1.0,-0.012864227824168462,0.4128642278241685
mistral_7b,hierarchical,full_inference,retention_system,15,0.16,0.35617010382279823,0.09196272536817761,0.0,0.0,0.0,0.0,1.0,-0.02024694172162811,0.3402469417216281
mistral_7b,hierarchical,full_inference,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
mistral_7b,hierarchical,global_context,drr_target,15,0.06666666666666667,0.25819888974716115,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,-0.06399999999999999,0.1973333333333333
mistral_7b,hierarchical,global_context,irr_target,13,0.07692307692307693,0.22417941532712204,0.06217618283580587,0.0,0.0,0.0,0.0,0.8,-0.04494224143510259,0.19878839528125644
mistral_7b,hierarchical,global_context,retention_target,15,0.30666666666666664,0.4527166674117279,0.11689094089574294,0.0,0.0,0.8,0.0,1.0,0.0775604225110105,0.5357729108223228
mistral_7b,hierarchical,global_context,drr_system,15,0.06666666666666667,0.25819888974716115,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,-0.06399999999999999,0.1973333333333333
mistral_7b,hierarchical,global_context,irr_system,13,0.06153846153846154,0.17097008285302204,0.047418569253607504,0.0,0.0,0.0,0.0,0.6,-0.03140193419860916,0.15447885727553223
mistral_7b,hierarchical,global_context,retention_system,15,0.14666666666666667,0.35023801430836515,0.09043106644167022,0.0,0.0,0.0,0.0,1.0,-0.030578223559006967,0.3239115568923403
mistral_7b,hierarchical,global_context,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
mistral_7b,hierarchical,none,drr_target,15,0.22666666666666666,0.4131182235954578,0.10666666666666666,0.0,0.0,0.2,0.0,1.0,0.017600000000000005,0.4357333333333333
